Progress,Duration,Q_RecaptchaScore,Follow_Sports,Follow_Sports_Others,Special_Events,Freind_Family_Invitation,Famous_Player,Storyline_Rivalry,Halftime_Entertainment_Or_Shows,Lack_of_Interest_in_Sports,Time_Consuming,Rules_Complicated,No_Introduces,Matches_Excitement,Supporting_Favorite_Team,Specific_Players,Community_Camaraderie,Sports_Related_Content_n_News_Engagement,Info_about_MLS,Info_about_MLS_Others,Follow_MLS_or_not,Follow_MLS_Since,Why_Follow_MLS,MLS_Fan_Time,Favorite_MLS_team_ and_why,Favorite_Players,Watch_MLS games,Watch_MLS games_Others,MLS_Ticket_Plan,MLS_Season_Ticket_Price,MLS_Monthly_Ticket_Price,MLS_Single_Game_Ticket_Price,MLS_Ticket_Plan_Others,MLS_online_livestream_plan ,MLS_online_livestream_Season_Payment_Price,MLS_online_livestream_Monthly_Payment_Price,MLS_online_livestream_Single_Game_Payment_Price,MLS_online_livestream_plan_Other_Price,MLS_Improvements,MLS_Improvements.1,No_MLS_Lack_of_interest_in _sports,No_MLS_Unfamiliar_with_rules_of_soccer,No_MLS_have_other_preferred _sports,No_MLS_have_other_preferred _sports_name,Potential_Reason_to_MLS,Potential_Reason_to_MLS_Others,Watch_Other_Pro_Sports,Other_Watch_Other_Pro_Sports,How_Watch_Other_Pro_Sports,Other_How_Watch_Other_Pro_Sports,Other_Ticket_Plan,Other_Ticket_Plan_Season_Ticket_Price,Other_Ticket_Plan_Monthly_Ticke_Price,Other_Ticket_Plan_Single_Game_Ticket_Price,Other_Ticket_Plan_Others,Other_online_livestream_plan,Other_online_livestream_plan_Season_Payment_Price,Other_online_livestream_plan_Montly_Payment_Price,Other_online_livestream_plan_Single_Game_Payment_Price,Other_online_livestream_plan_Others_Price,Age,Gender,Ethnicity,Ethnicity_Other,Employment_Status,Employment_Status_Other,Annual_Household_Income,Additional_Comments,Follow_Sports_Dummy,All_Watching_Source,",",",go to the court/stadium..., etc.,watch tv",",go to the court/stadium..., etc.,watch tv,watch online livestreams",",other, please specify",",watch online livestreams",",watch tv",",watch tv,other, please specify",",watch tv,watch online livestreams","go to the court/stadium..., etc.,go to the court/stadium..., etc.","go to the court/stadium..., etc.,watch tv,","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch online livestreams","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv","go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch online livestreams,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch tv","go to the court/stadium..., etc.,watch tv,watch tv,watch online livestreams","other, please specify,","watch online livestreams,","watch online livestreams,watch online livestreams","watch online livestreams,watch tv","watch online livestreams,watch tv,watch online livestreams","watch tv,go to the court/stadium..., etc.,watch tv","watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams","watch tv,watch online livestreams,","watch tv,watch online livestreams,watch online livestreams","watch tv,watch online livestreams,watch tv","watch tv,watch online livestreams,watch tv,watch online livestreams","watch tv,watch tv","watch tv,watch tv,watch online livestreams"
100,122,0.899999976,Soccer,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"online news websites,social media",,1.0,2020.0,bored during covid shutdown,2.0,no,no,watch online livestreams,,,,,,,Others,,,,"free, part of rent "," Increased accessibility to watch games (TV, online streaming)",,,,,,,,None,,,,,,,,,,,,,,4,0,White or Caucasian,,Employed full-time,,6.0,,1,"watch online livestreams,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,227,0.800000012,"Ice Hockey,Soccer",,,,,,,,,,,3.0,4.0,2.0,3.0,3.0,online news websites,,1.0,2018.0,bordom,2.0,no,no,watch tv,,,,,,,,,,,," Increased accessibility to watch games (TV, online streaming)",,,,,,,,"NHL,NFL",,watch tv,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,6.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,154,0.899999976,"Baseball,Soccer",,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,social media,,1.0,2013.0,Follow New England Revolution,4.0,New England Revolution,,watch online livestreams,,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",0,0,0.0,0," Enhanced stadium amenities and services, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"WNBA,Other, please specify",NWSL,watch online livestreams,,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",0,0,0,0,3,0,White or Caucasian,,Employed full-time,,4.0,,1,"watch online livestreams,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,121,0.899999976,No,,2.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,Other (please specify),Nothing. I dont enjoy the sport,NBA,,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,2.0,,0,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,173,0.899999976,"Baseball,Others(Please specify, and the answer can be more than one sport)",(American) Football,,,,,,,,,,4.0,4.0,4.0,2.0,2.0,online news websites,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,all of them,"Pure love of soccer,Rooting for local teams",,"MLB,NBA,NHL,NFL",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,$50,,Others,,,,free (yarrrr!),4,1,White or Caucasian,,Employed full-time,,4.0,Why does the annual salary question allow you to select multiple options?,1,",go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,110,0.899999976,"Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,4.0,4.0,3.0,5.0,2.0,never,,0.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,Football,Rooting for local teams,,NFL,,"watch tv,watch online livestreams",,,,,,,Single Game Payment,,,0,,2,Non-binary / third gender,Black or African American,,Unemployed,,1.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,138,0.899999976,"Basketball,Baseball,Ice Hockey",,,,,,,,,,,4.0,4.0,4.0,5.0,1.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,Basketball,Rooting for local teams,,"MLB,NBA,NHL,NFL",,watch tv,,,,,,,,,,,,5,0,White or Caucasian,,Employed full-time,,3.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,93,0.899999976,"Basketball,Baseball,Soccer",,,,,,,,,,,4.0,4.0,4.0,5.0,4.0,"television broadcasts,social media",,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,football,Marketing and advertising campaigns,,"MLB,NFL",,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,5.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,753,0.899999976,"Basketball,Baseball,Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,4.0,3.0,5.0,4.0,3.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,,The fast-paced nature of MLS games,,"MLB,NBA,NFL",,"watch tv,watch online livestreams",,,,,,,"Season Payment,Monthly Payment",50,10,,,3,1,White or Caucasian,,Employed full-time,,6.0,"I like soccer and usually watch things like the world cup. I grew up a big sports fan, but as I have moved into my current state in life I don't have as much time. MLS just hasn't gotten on my radar. I have friends who are big soccer fans and I know MLS is a lower-tier, less competitive league. The best players are in Europe and other leagues. I am sure MLS games are exciting and competitive and still quality soccer, but for someone like me the lack of sustained national attention, the sort of second tier billing etc matter for how much I see MLS and how much time I am going to carve out to watch it",1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,110,0.899999976,No,,4.0,5.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,Other (please specify),storylines of certain players,None,,,,,,,,,,,,,,2,0,Asian,,Employed full-time,,2.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,202,0.300000012,"Basketball,Soccer",,,,,,,,,,,2.0,3.0,2.0,3.0,2.0,"television broadcasts,social media",,1.0,2015.0,Interesting,2.0,Columbus,Constant,watch tv,,,,,,,,,,,," More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,NFL,,watch tv,,,,,,,,,,,,3,0,Black or African American,,Employed full-time,,2.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,147,0.699999988,"Ice Hockey,Others(Please specify, and the answer can be more than one sport)",American football,,,,,,,,,,5.0,4.0,2.0,4.0,1.0,"online news websites,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,,"Pure love of soccer,Rooting for local teams",,"NHL,NFL",,"watch tv,other, please specify",just check the scores,,,,,,,,,,,4,1,White or Caucasian,,Retired,,6.0,,1,",watch tv,other, please specify",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,93,0.899999976,No,,2.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,,Other (please specify),Friends getting me to,None,,,,,,,,,,,,,,2,1,White or Caucasian,,Other (please specify),freelancer,1.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,86,0.899999976,No,,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,workout,"Rooting for local teams,The fast-paced nature of MLS games",,NFL,,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Employed part-time,,6.0,,0,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,143,0.899999976,"Basketball,Baseball",,,,,,,,,,,2.0,2.0,1.0,1.0,2.0,"television broadcasts,social media,word of mouth (friends, family)",,1.0,2021.0,Wanted to keep up with news.,2.0,LAFC,,"go to the court/stadium..., etc.,watch tv",,"Others, please specify",,,,free.,,,,,," Enhanced stadium amenities and services, More interactive fan engagement activities, Better marketing and promotion of MLS",,,,,,,,"MLB,NBA,NFL",,"go to the court/stadium..., etc.,watch tv",,"Others, please specify",,,,free,,,,,,2,0,Other,Hispanic,Employed full-time,,5.0,awesome study!,1,"go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,88,0.899999976,No,,4.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,,Rooting for local teams,,None,,,,,,,,,,,,,,2,1,White or Caucasian,,Employed full-time,,3.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,130,0.899999976,"Basketball,Baseball",,,,,,,,,,,5.0,5.0,4.0,5.0,5.0,"television broadcasts,social media,word of mouth (friends, family),mls official website or app",,1.0,2021.0,Exciting sport,2.0,,Messi - Iconic to the game,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,$70,,,"Lower ticket prices, More interactive fan engagement activities",,,,,,,,"MLB,NBA,NFL",,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,$70,,,2,1,White or Caucasian,,Employed full-time,,6.0,,1,"watch tv,watch online livestreams,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,219,0.899999976,"Tennis,Others(Please specify, and the answer can be more than one sport)",football,,,,,,,,,,5.0,5.0,5.0,5.0,3.0,never,,0.0,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,ncaa football,Other (please specify),,NFL,,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,89.99,,,5,0,White or Caucasian,,Employed part-time,,2.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,130,0.899999976,No,,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,,Marketing and advertising campaigns,,None,,,,,,,,,,,,,,4,0,White or Caucasian,,Employed part-time,,1.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,156,0.899999976,"Basketball,Soccer",,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"television broadcasts,social media,mls official website or app",,1.0,2005.0,The first time I went to a game as a kid.,4.0,DC United,Messi,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,75.0,,,,,,,Lower ticket prices,,,,,,,,"NBA,NFL",,watch tv,,,,,,,,,,,,2,1,White or Caucasian,,Employed full-time,,3.0,,1,"go to the court/stadium..., etc.,watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,231,0.899999976,Baseball,,,,,,,,,,,4.0,4.0,3.0,4.0,3.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,MLB,The fast-paced nature of MLS games,,MLB,,"watch tv,watch online livestreams",,,,,,,Others,,,,,6,1,White or Caucasian,,Employed full-time,,2.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,152,0.899999976,"Ice Hockey,Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,"television broadcasts,online news websites",,0.0,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,,"Marketing and advertising campaigns,The fast-paced nature of MLS games",,"NHL,NFL",,watch tv,,,,,,,,,,,,4,1,White or Caucasian,,Employed full-time,,5.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,131,0.899999976,"Others(Please specify, and the answer can be more than one sport)",American Football,,,,,,,,,,4.0,5.0,4.0,3.0,3.0,"television broadcasts,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,American football,Marketing and advertising campaigns,,"MLB,NBA,NHL,NFL",,watch tv,,,,,,,,,,,,5,1,White or Caucasian,,Employed full-time,,5.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,196,0.899999976,Basketball,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,basketball,Pure love of soccer,,"NBA,NFL",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Season Ticket,300.0,,,,Season Payment,100,,,,3,0,Black or African American,,Employed full-time,,1.0,,1,",go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,184,0.100000001,"Baseball,Others(Please specify, and the answer can be more than one sport)",American Football,,,,,,,,,,4.0,5.0,4.0,5.0,3.0,"online news websites,social media,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,"American Football, Baseball",Rooting for local teams,,"MLB,NFL",,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,50,,,,,,,2,0,White or Caucasian,,Employed full-time,,4.0,,1,",go to the court/stadium..., etc.,watch tv",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,191,0.899999976,Tennis,,,,,,,,,,,4.0,1.0,5.0,2.0,2.0,never,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,tennis,The fast-paced nature of MLS games,,"Other, please specify",Major tennis opens,watch tv,,,,,,,,,,,,3,0,Asian,,Employed full-time,,2.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,150,0.899999976,"Basketball,Soccer",,,,,,,,,,,5.0,4.0,4.0,3.0,2.0,"television broadcasts,social media",,1.0,2021.0,it is fun to watch,2.0,,,watch tv,,,,,,,,,,,," Increased accessibility to watch games (TV, online streaming)",,,,,,,,"NBA,NFL",,watch tv,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,4.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,267,0.899999976,"Baseball,Others(Please specify, and the answer can be more than one sport)",American Football,,,,,,,,,,3.0,5.0,3.0,5.0,3.0,"social media,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,baseball's my fav sport,"Rooting for local teams,Marketing and advertising campaigns,The fast-paced nature of MLS games,Other (please specify)",Friends who are interested,"MLB,NFL",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,like a 100 per ticket,,Others,,,,Use a livestream service provider,2,1,Other,Hispanic,Employed part-time,,2.0,,1,",go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,682,0.899999976,No,,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,,Rooting for local teams,,None,,,,,,,,,,,,,,4,0,White or Caucasian,,Employed full-time,,1.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,190,0.899999976,"Others(Please specify, and the answer can be more than one sport)","football, snowboarding",,,,,,,,,,2.0,5.0,3.0,5.0,1.0,"television broadcasts,online news websites,social media,word of mouth (friends, family)",,1.0,2010.0,friends,4.0,,,watch online livestreams,,,,,,,Others,,,,,"Lower ticket prices, Better marketing and promotion of MLS",,,,,,,,"MLB,NHL,NFL",,"watch tv,watch online livestreams",,,,,,,Others,,,,,2,0,Asian,,Employed full-time,,5.0,,1,"watch online livestreams,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,300,0.899999976,"Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,,The diverse composition of MLS teams,,NFL,,watch tv,,,,,,,,,,,,4,0,White or Caucasian,,Unemployed,,1.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,180,0.699999988,Ice Hockey,,,,,,,,,,,5.0,4.0,4.0,3.0,2.0,"television broadcasts,online news websites",,0.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,,"The fast-paced nature of MLS games,The diverse composition of MLS teams",,"NHL,NFL,PGA",,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,150,,,,,,,3,0,White or Caucasian,,Employed full-time,,6.0,,1,",go to the court/stadium..., etc.,watch tv",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,263,0.899999976,Ice Hockey,,,,,,,,,,,5.0,3.0,5.0,5.0,4.0,"online news websites,social media",,1.0,2019.0,MLS looked very interesting. I also started following them because I started playing a Topps soccer collecting card game. ,2.0,I support D.C. United because they my local team. ,,watch online livestreams,,,,,,,Others,,,,Watch for free on certain social media platforms. ,"Lower ticket prices, Enhanced stadium amenities and services, More interactive fan engagement activities, Better marketing and promotion of MLS",,,,,,,,NHL,,"watch tv,watch online livestreams",,,,,,,Others,,,,I use free social media online live streams to watch. ,1,0,White or Caucasian,,Student,,6.0,,1,"watch online livestreams,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,242,0.899999976,"Others(Please specify, and the answer can be more than one sport)","Football, Boxing, UFC",,,,,,,,,,2.0,3.0,3.0,3.0,3.0,"online news websites,social media,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,"Football, Boxing, UFC","Marketing and advertising campaigns,The fast-paced nature of MLS games,Other (please specify)",Attractive players,"NFL,Other, please specify","Boxing, UFC","watch tv,watch online livestreams",,,,,,,"Monthly Payment,Single Game Payment",,"DAZN, Hulu, Amazon Prime",DAZN,,3,0,White or Caucasian,,Other (please specify),Homemaker,2.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,279,0.899999976,No,,1.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,I just don't find sports that important with the problems in the world today.,Pure love of soccer,,None,,,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,4.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,340,0.899999976,"Basketball,Soccer",,,,,,,,,,,4.0,5.0,5.0,5.0,3.0,"television broadcasts,word of mouth (friends, family)",,1.0,2010.0,Husband is into it,4.0,No,I just root for whomever my husband is rooting for,watch tv,,,,,,,,,,,,"Lower ticket prices, More interactive fan engagement activities, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,NBA,,"watch tv,watch online livestreams",,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",$500,$75,$15,"Not sure how much it is totally, husband takes care of it",4,0,Asian,,Employed full-time,,5.0,"Yes, I'm not exactly sure how much the payments are. ",1,"watch tv,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1188,0.899999976,Soccer,,,,,,,,,,,2.0,3.0,3.0,2.0,3.0,"television broadcasts,online news websites,social media",,1.0,2.0,3,2.0,miami,hedges,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Monthly Ticket,,,,,Single Game Payment,,,,," More interactive fan engagement activities, Better marketing and promotion of MLS",,,,,,,,NHL,,"go to the court/stadium..., etc.,watch tv",,Monthly Ticket,,,,,,,,,,4,0,White or Caucasian,,Employed full-time,,6.0,,1,"go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,378,0.800000012,No,,4.0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,"Rooting for local teams,The diverse composition of MLS teams",,None,,,,,,,,,,,,,,2,Non-binary / third gender,Black or African American,,Employed full-time,,4.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,387,0.800000012,"Basketball,Baseball,Soccer,Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,5.0,5.0,5.0,4.0,5.0,"television broadcasts,online news websites",,1.0,2006.0,We got a club and i like socccer,4.0,NY Redbulls. Theiry Henry,Theiry Henry then.,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,25.0,,Season Payment,160,,,," Better marketing and promotion of MLS, Other (please specify)",The season is too long and ends in December. Just run along with the rest of the world then.,,,,,,,"MLB,NBA,NFL,Other, please specify",European Football,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,50,,Season Payment,300,,,,4,1,White or Caucasian,,Employed full-time,,5.0,That was interesting.,1,"go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,338,0.899999976,"Baseball,Soccer",,,,,,,,,,,5.0,5.0,5.0,4.0,3.0,"television broadcasts,online news websites,mls official website or app",,1.0,2016.0,New England Revolution,3.0,Revolution as they're my local team,Messi is the GOAT!,watch tv,,,,,,,,,,,,"Lower ticket prices, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NFL",,watch tv,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,5.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,390,0.899999976,"Basketball,Tennis,Soccer",,,,,,,,,,,5.0,4.0,4.0,3.0,4.0,online news websites,,1.0,2022.0,I was just curious how good it was compared to the Mexican League,2.0,,,watch tv,,,,,,,,,,,, Better marketing and promotion of MLS,,,,,,,,NBA,,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,100,,Season Payment,35,,,,2,0,American Indian or Alaska Native,,Employed full-time,,3.0,,1,"watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,290,0.400000006,No,,4.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,Figure skating ,Rooting for local teams,,"Other, please specify",Figure skating ,watch online livestreams,,,,,,,Others,,,,Free,5,0,White or Caucasian,,Retired,,3.0,"Of all the main sports, I like soccer best. Before the pandemic I regularly went to a pub that supported the local men’s and women’s soccer teams, in Oregon and the games were on the big screen there. I enjoyed playing soccer in school, because I’m much better with my feet than with throwing anything. Without a nearby pub that does this since they closed during the pandemic and never opened again, I don’t have a social reason to watch. ",0,",watch online livestreams",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
