Progress,Duration,Q_RecaptchaScore,Follow_Sports,Follow_Sports_Others,Special_Events,Freind_Family_Invitation,Famous_Player,Storyline_Rivalry,Halftime_Entertainment_Or_Shows,Lack_of_Interest_in_Sports,Time_Consuming,Rules_Complicated,No_Introduces,Matches_Excitement,Supporting_Favorite_Team,Specific_Players,Community_Camaraderie,Sports_Related_Content_n_News_Engagement,Info_about_MLS,Info_about_MLS_Others,Follow_MLS_or_not,Follow_MLS_Since,Why_Follow_MLS,MLS_Fan_Time,Favorite_MLS_team_ and_why,Favorite_Players,Watch_MLS games,Watch_MLS games_Others,MLS_Ticket_Plan,MLS_Season_Ticket_Price,MLS_Monthly_Ticket_Price,MLS_Single_Game_Ticket_Price,MLS_Ticket_Plan_Others,MLS_online_livestream_plan ,MLS_online_livestream_Season_Payment_Price,MLS_online_livestream_Monthly_Payment_Price,MLS_online_livestream_Single_Game_Payment_Price,MLS_online_livestream_plan_Other_Price,MLS_Improvements,MLS_Improvements.1,No_MLS_Lack_of_interest_in _sports,No_MLS_Unfamiliar_with_rules_of_soccer,No_MLS_have_other_preferred _sports,No_MLS_have_other_preferred _sports_name,Potential_Reason_to_MLS,Potential_Reason_to_MLS_Others,Watch_Other_Pro_Sports,Other_Watch_Other_Pro_Sports,How_Watch_Other_Pro_Sports,Other_How_Watch_Other_Pro_Sports,Other_Ticket_Plan,Other_Ticket_Plan_Season_Ticket_Price,Other_Ticket_Plan_Monthly_Ticke_Price,Other_Ticket_Plan_Single_Game_Ticket_Price,Other_Ticket_Plan_Others,Other_online_livestream_plan,Other_online_livestream_plan_Season_Payment_Price,Other_online_livestream_plan_Montly_Payment_Price,Other_online_livestream_plan_Single_Game_Payment_Price,Other_online_livestream_plan_Others_Price,Age,Gender,Ethnicity,Ethnicity_Other,Employment_Status,Employment_Status_Other,Annual_Household_Income,Additional_Comments,Follow_Sports_Dummy,All_Watching_Source,",",",go to the court/stadium..., etc.,watch tv",",go to the court/stadium..., etc.,watch tv,watch online livestreams",",other, please specify",",watch online livestreams",",watch tv",",watch tv,other, please specify",",watch tv,watch online livestreams","go to the court/stadium..., etc.,go to the court/stadium..., etc.","go to the court/stadium..., etc.,watch tv,","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch online livestreams","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv","go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch online livestreams,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch tv","go to the court/stadium..., etc.,watch tv,watch tv,watch online livestreams","other, please specify,","watch online livestreams,","watch online livestreams,watch online livestreams","watch online livestreams,watch tv","watch online livestreams,watch tv,watch online livestreams","watch tv,go to the court/stadium..., etc.,watch tv","watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams","watch tv,watch online livestreams,","watch tv,watch online livestreams,watch online livestreams","watch tv,watch online livestreams,watch tv","watch tv,watch online livestreams,watch tv,watch online livestreams","watch tv,watch tv","watch tv,watch tv,watch online livestreams"
100,119,0.899999976,Basketball,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"television broadcasts,online news websites,social media",,1.0,2020.0,friends,2.0,,,watch online livestreams,,,,,,,Others,,,,watch at friend's house,Lower ticket prices,,,,,,,,"NBA,NFL",,watch online livestreams,,,,,,,Others,,,,watch with friends,2,1,Asian,,Employed part-time,,4.0,,1,"watch online livestreams,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,189,0.899999976,"Basketball,Tennis,Soccer,Others(Please specify, and the answer can be more than one sport)",volleyball,,,,,,,,,,4.0,5.0,4.0,5.0,3.0,"television broadcasts,online news websites",,0.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,5.0,volleyball,The diverse composition of MLS teams,,"NBA,WNBA",,"watch tv,watch online livestreams",,,,,,,Others,,,,$10,2,0,"Black or African American,Asian",,Student,,2.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,160,0.899999976,"Basketball,Baseball,Ice Hockey",,,,,,,,,,,4.0,5.0,4.0,4.0,4.0,"television broadcasts,online news websites,mls official website or app",,1.0,2023.0,san diego is getting a team,1.0,san diego fc,,watch tv,,,,,,,,,,,,"Lower ticket prices, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NHL,NFL",,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,100,,,,,,,4,1,White or Caucasian,,Retired,,6.0,na,1,"watch tv,go to the court/stadium..., etc.,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,73,0.5,No,,4.0,4.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,"Rooting for local teams,The fast-paced nature of MLS games",,None,,,,,,,,,,,,,,3,1,White or Caucasian,,Unemployed,,3.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,274,0.699999988,Basketball,,,,,,,,,,,4.0,5.0,5.0,4.0,5.0,social media,,1.0,2023.0,because of something on social media,1.0,Inter Miami because of messi,,watch tv,,,,,,,,,,,," Increased accessibility to watch games (TV, online streaming)",,,,,,,,NBA,,watch tv,,,,,,,,,,,,1,1,White or Caucasian,,Employed part-time,,5.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,230,0.899999976,"Basketball,Baseball,Soccer",,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"television broadcasts,social media",,1.0,2009.0,Friends got me into it,4.0,,,watch tv,,,,,,,,,,,, Enhanced stadium amenities and services,,,,,,,,"MLB,NBA,NFL",,watch tv,,,,,,,,,,,,3,1,Black or African American,,Unemployed,,1.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,185,0.899999976,"Baseball,Others(Please specify, and the answer can be more than one sport)",football,,,,,,,,,,3.0,3.0,3.0,4.0,4.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,Rooting for local teams,,NFL,,watch tv,,,,,,,,,,,,6,1,White or Caucasian,,Retired,,6.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,180,0.899999976,"Basketball,Baseball,Others(Please specify, and the answer can be more than one sport)","Gymnastics, Football",,,,,,,,,,4.0,5.0,4.0,5.0,4.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,,"Rooting for local teams,The diverse composition of MLS teams",,"MLB,NBA,NFL",,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,60,,,,,,,3,0,White or Caucasian,,Employed full-time,,6.0,,1,",go to the court/stadium..., etc.,watch tv",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,88,0.899999976,"Basketball,Baseball,Ice Hockey",,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,"television broadcasts,online news websites",,0.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,Rooting for local teams,,"MLB,NBA,NHL,NFL,PGA",,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,90,,,,,,,4,1,White or Caucasian,,Employed full-time,,3.0,thanks,1,",go to the court/stadium..., etc.,watch tv",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,111,0.800000012,No,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,The fast-paced nature of MLS games,,None,,,,,,,,,,,,,,3,1,"White or Caucasian,Asian",,Employed full-time,,5.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,280,0.800000012,"Baseball,Soccer",,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,"television broadcasts,social media,mls official website or app",,1.0,2018.0,they signed foreign player to promote the leqgue.,2.0,Inter Miami,Messi. the style of play.,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,300,,," Enhanced stadium amenities and services, Increased accessibility to watch games (TV, online streaming)",,,,,,,,MLB,,watch tv,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,5.0,,1,"watch tv,watch online livestreams,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,189,0.899999976,Soccer,,,,,,,,,,,3.0,3.0,2.0,3.0,4.0,television broadcasts,,1.0,2022.0,I saw it on tv,2.0,,,watch tv,,,,,,,,,,,, Enhanced stadium amenities and services,,,,,,,,"NBA,NFL",,watch tv,,,,,,,,,,,,2,1,White or Caucasian,,Employed full-time,,3.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,295,0.899999976,"Baseball,Golf,Soccer",,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,"television broadcasts,social media,mls official website or app",,1.0,2019.0,i love team competition,2.0,fc cincinnati,,"watch tv,watch online livestreams",,,,,,,Season Payment,23,,,," Enhanced stadium amenities and services, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,NFL,,watch online livestreams,,,,,,,Season Payment,10,,,,2,1,Black or African American,,Employed full-time,,5.0,,1,"watch tv,watch online livestreams,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,180,0.899999976,"Baseball,Others(Please specify, and the answer can be more than one sport)",nfl,,,,,,,,,,5.0,5.0,5.0,5.0,4.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,,"Pure love of soccer,The fast-paced nature of MLS games",,"MLB,NFL",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,250,,Season Payment,50,,,,3,1,White or Caucasian,,Employed full-time,,2.0,,1,",go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,265,0.300000012,Soccer,,,,,,,,,,,5.0,3.0,4.0,3.0,3.0,social media,,1.0,2000.0,I fell in love with their tactics,2.0,Yes,No,watch tv,,,,,,,,,,,, Better marketing and promotion of MLS,,,,,,,,NBA,,watch tv,,,,,,,,,,,,2,1,White or Caucasian,,Employed part-time,,1.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,98,0.300000012,Baseball,,,,,,,,,,,2.0,3.0,2.0,3.0,2.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,Marketing and advertising campaigns,,NFL,,watch tv,,,,,,,,,,,,2,1,White or Caucasian,,Employed part-time,,5.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,122,0.899999976,No,,5.0,3.0,1.0,1.0,3.0,5.0,5.0,4.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,rugby,Other (please specify),Nothing,"Other, please specify",Rugby Union,"watch tv,watch online livestreams",,,,,,,Others,,,,"I'm not sure, someone else pays for it",2,0,"White or Caucasian,Asian",,Student,,1.0,,0,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,257,0.300000012,No,,3.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,"mma, american football",Other (please specify),betting,"NFL,Other, please specify",ufc,"watch tv,watch online livestreams",,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",0,0,0,0,2,1,White or Caucasian,,Employed full-time,,2.0,,0,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,131,0.699999988,"Basketball,Baseball,Soccer",,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"television broadcasts,social media",,1.0,20.0,i love it,4.0,,,watch online livestreams,,,,,,,Monthly Payment,,,,, Enhanced stadium amenities and services,,,,,,,,"NBA,NFL",,watch tv,,,,,,,,,,,,2,1,Black or African American,,Employed full-time,,4.0,,1,"watch online livestreams,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,364,0.899999976,"Soccer,Others(Please specify, and the answer can be more than one sport)",American Football,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,online news websites,,1.0,1986.0,School,4.0,Seattle Sounders,none,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,5.99,,,"Lower ticket prices, More interactive fan engagement activities",,,,,,,,"MLB,NHL,NFL",,watch tv,,,,,,,,,,,,4,0,White or Caucasian,,Employed full-time,,4.0,none thanks,1,"watch tv,watch online livestreams,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,297,0.699999988,"Baseball,Ice Hockey,Tennis,Soccer,Others(Please specify, and the answer can be more than one sport)","Football, UFC",,,,,,,,,,5.0,5.0,5.0,3.0,3.0,"television broadcasts,online news websites,word of mouth (friends, family)",,1.0,1996.0,I used to play soccer and was a fan,1.0,Red Bulls - I'm a new yorker,,watch tv,,,,,,,,,,,," Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NHL,NFL,Other, please specify",UFC,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,80,,,,,,,4,1,White or Caucasian,,Employed full-time,,3.0,,1,"watch tv,go to the court/stadium..., etc.,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,146,0.300000012,Ice Hockey,,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,online news websites,,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,,The diverse composition of MLS teams,,NHL,,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Employed part-time,,1.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,126,0.899999976,No,,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,,Pure love of soccer,,None,,,,,,,,,,,,,,3,0,White or Caucasian,,Unemployed,,3.5654761904761907,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,336,0.699999988,No,,5.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,"Pure love of soccer,Rooting for local teams,The fast-paced nature of MLS games",,"MLB,NHL,NFL,PGA",,watch tv,,,,,,,,,,,,5,1,White or Caucasian,,Employed full-time,,2.0,,0,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,145,0.899999976,"Baseball,Ice Hockey,Golf,Tennis,Soccer",,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,social media,,1.0,2020.0,to learn more,2.0,no,no,watch online livestreams,,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",0,0,0.0,0,Lower ticket prices,,,,,,,,"MLB,NBA,NHL,NFL,PGA,WNBA",,watch tv,,,,,,,,,,,,4,0,White or Caucasian,,Other (please specify),self employed,2.0,,1,"watch online livestreams,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,164,0.899999976,"Baseball,Soccer,Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,4.0,5.0,4.0,5.0,5.0,"television broadcasts,mls official website or app",,1.0,2020.0,We have a young soccer player who is 12.,2.0,NE Revolution,none,watch tv,,,,,,,,,,,," More interactive fan engagement activities, Better marketing and promotion of MLS",,,,,,,,"NHL,NFL",,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,100,,,,,,,4,0,White or Caucasian,,Employed full-time,,5.0,,1,"watch tv,go to the court/stadium..., etc.,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,372,0.899999976,"Basketball,Soccer",,,,,,,,,,,5.0,5.0,5.0,4.0,4.0,"online news websites,social media,mls official website or app",,1.0,2017.0,I have always like International soccer but began following MLS when NYCFC started playing and I went to a few games with my sons.,3.0,NYCFC,,"go to the court/stadium..., etc.,watch tv",,"Others, please specify",,,,I don't regularly go to games,,,,,,"Lower ticket prices, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"NBA,NFL",,"watch tv,watch online livestreams",,,,,,,Others,,,,NBA League Pass $15 a month,4,0,White or Caucasian,,Other (please specify),self employed freelancer,3.0,,1,"go to the court/stadium..., etc.,watch tv,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,373,0.699999988,"Basketball,Golf",,,,,,,,,,,5.0,4.0,5.0,5.0,5.0,"television broadcasts,online news websites,social media",,1.0,2015.0,I started to like the sport more than I used to,3.0,Baltimore Blast,,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,28.0,,Single Game Payment,,,5.0,, More interactive fan engagement activities,,,,,,,,"NBA,NFL",,watch online livestreams,,,,,,,Single Game Payment,,,5,,4,1,Black or African American,,Employed full-time,,3.0,,1,"go to the court/stadium..., etc.,watch tv,watch online livestreams,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,347,0.699999988,Basketball,,,,,,,,,,,2.0,3.0,2.0,3.0,2.0,social media,,1.0,1.0,for relaxing,2.0,i like the team, Landon Donovan,watch tv,,,,,,,,,,,,Lower ticket prices,,,,,,,,NFL,,watch tv,,,,,,,,,,,,1,0,White or Caucasian,,Employed full-time,,4.0,NONE,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,185,0.899999976,"Ice Hockey,Soccer",,,,,,,,,,,2.0,3.0,5.0,2.0,3.0,"social media,word of mouth (friends, family)",,1.0,5.0,Just started liking soccer from my past playing days,2.0,,,watch tv,,,,,,,,,,,," Enhanced stadium amenities and services, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"NHL,NFL",,watch tv,,,,,,,,,,,,2,0,White or Caucasian,,Employed full-time,,6.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,319,0.899999976,"Baseball,Golf",,,,,,,,,,,5.0,3.0,4.0,5.0,4.0,"television broadcasts,social media",,1.0,1.0,I have a friend that is big into MLS and I started to enjoy some of the clips about players and matches.,2.0,Philadelphia Union,Brandan Craig,"watch tv,watch online livestreams",,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",0,10,0.0,0,"Lower ticket prices, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,PGA",,"watch tv,watch online livestreams",,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",0,10,0,0,2,1,White or Caucasian,,Employed full-time,,5.0,,1,"watch tv,watch online livestreams,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,433,,"Basketball,Tennis,Soccer",,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"television broadcasts,online news websites,social media,mls official website or app",,1.0,2010.0,Because it is very interesting,4.0,,,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,,,," Enhanced stadium amenities and services, More interactive fan engagement activities, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"NBA,NFL,WNBA",,"watch tv,watch online livestreams",,,,,,,"Season Payment,Monthly Payment",,,,,3,1,Black or African American,,Employed full-time,,5.0,,1,"watch tv,watch online livestreams,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,372,0.899999976,"Basketball,Soccer",,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,"online news websites,social media",,1.0,2022.0,To be more informed ,2.0,New York Red Bulls,None,watch online livestreams,,,,,,,Monthly Payment,,,,," More interactive fan engagement activities, Better marketing and promotion of MLS",,,,,,,,NBA,,watch online livestreams,,,,,,,Monthly Payment,,,,,2,1,Black or African American,,Employed full-time,,3.0,,1,"watch online livestreams,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,438,0.899999976,"Basketball,Soccer",,,,,,,,,,,5.0,5.0,4.0,4.0,4.0,"social media,word of mouth (friends, family)",,1.0,2000.0,I enjoy watching the games,4.0,New England revolution,Justin Rennicks,watch tv,,,,,,,,,,,,"Lower ticket prices, Better marketing and promotion of MLS",,,,,,,,"NBA,NFL",,watch tv,,,,,,,,,,,,2,0,Black or African American,,Employed full-time,,3.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,379,0.899999976,"Baseball,Ice Hockey,Soccer",,,,,,,,,,,5.0,5.0,4.0,5.0,4.0,television broadcasts,,1.0,2016.0,friends got into it,2.0,phoenix rising,,watch tv,,,,,,,,,,,,Lower ticket prices,,,,,,,,"MLB,NHL,NFL",,watch tv,,,,,,,,,,,,2,0,Black or African American,,Employed full-time,,3.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,130,0.300000012,No,,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,,Rooting for local teams,,MLB,,"watch tv,watch online livestreams",,,,,,,Others,,,,Free,4,0,White or Caucasian,,Employed full-time,,3.0,,0,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,159,0.899999976,"Basketball,Baseball,Ice Hockey,Golf,Tennis,Soccer",,,,,,,,,,,5.0,5.0,4.0,5.0,4.0,"television broadcasts,online news websites,social media",,1.0,1993.0,First year it started. A lot of excitement.,1.0,Charlotte FC - Local team,Not really.,watch tv,,,,,,,,,,,,Lower ticket prices,,,,,,,,"MLB,NBA,NHL,NFL,PGA,WNBA",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Season Ticket,500.0,,,,Season Payment,12,,,,3,1,White or Caucasian,,Employed full-time,,3.0,,1,"watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,451,0.899999976,No,,4.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,formula 1,The diverse composition of MLS teams,,None,,,,,,,,,,,,,,6,1,White or Caucasian,,Retired,,2.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,413,0.899999976,Basketball,,,,,,,,,,,2.0,4.0,4.0,3.0,2.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,,Marketing and advertising campaigns,,NBA,,watch online livestreams,,,,,,,Monthly Payment,,10,,,2,0,White or Caucasian,,Employed part-time,,3.0,,1,",watch online livestreams",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,124,0.899999976,"Basketball,Soccer",,,,,,,,,,,4.0,5.0,4.0,3.0,4.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,,Other (please specify),Better competition,"NBA,NFL",,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,10,,,3,1,Asian,,Employed full-time,,3.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,104,0.899999976,"Basketball,Baseball,Soccer",,,,,,,,,,,4.0,4.0,4.0,5.0,5.0,"television broadcasts,social media",,1.0,2010.0,went to an MLS game and enjoyed it,4.0,FC Dallas,,watch online livestreams,,,,,,,Season Payment,120,,,," Increased accessibility to watch games (TV, online streaming)",,,,,,,,"NBA,NFL",,"watch tv,watch online livestreams",,,,,,,Season Payment,400,,,,3,1,White or Caucasian,,Employed full-time,,4.0,,1,"watch online livestreams,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,119,0.899999976,"Others(Please specify, and the answer can be more than one sport)",MMA,,,,,,,,,,2.0,1.0,4.0,1.0,1.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,,Other (please specify),probably nothing,None,,,,,,,,,,,,,,4,1,White or Caucasian,,Employed full-time,,5.0,,1,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,224,0.800000012,"Basketball,Soccer",,,,,,,,,,,4.0,5.0,5.0,4.0,5.0,"television broadcasts,social media,word of mouth (friends, family)",,1.0,2016.0,My father is a big fan,3.0,inter miami,,watch tv,,,,,,,,,,,,"Lower ticket prices, Enhanced stadium amenities and services, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,NBA,,watch tv,,,,,,,,,,,,2,0,White or Caucasian,,Employed part-time,,2.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
